start,finish,distance,flights,steps
19/2/18 0:00,20/2/18 0:00,1.753074545,0,4277
20/2/18 0:00,21/2/18 0:00,3.346916508,11,7585
21/2/18 0:00,22/2/18 0:00,2.194161099,3,5592
22/2/18 0:00,23/2/18 0:00,2.525619134,12,6204
23/2/18 0:00,24/2/18 0:00,2.063033136,3,5338
24/2/18 0:00,25/2/18 0:00,1.300324853,7,3187
25/2/18 0:00,26/2/18 0:00,0.938382347,0,2422
26/2/18 0:00,27/2/18 0:00,3.876492534,4,9257
27/2/18 0:00,28/2/18 0:00,3.633604748,7,8936
28/2/18 0:00,1/3/18 0:00,1.954709497,2,4405
1/3/18 0:00,2/3/18 0:00,1.791282659,0,4126
2/3/18 0:00,3/3/18 0:00,1.942033524,2,4672
3/3/18 0:00,4/3/18 0:00,1.036229669,1,2582
4/3/18 0:00,5/3/18 0:00,1.573050883,5,3603
5/3/18 0:00,6/3/18 0:00,3.03855484,7,6932
6/3/18 0:00,7/3/18 0:00,2.651900402,6,6379
7/3/18 0:00,8/3/18 0:00,1.792562684,4,4641
8/3/18 0:00,9/3/18 0:00,3.091638581,7,7661
9/3/18 0:00,10/3/18 0:00,3.693355802,6,8934
10/3/18 0:00,11/3/18 0:00,0.827890122,0,1948
11/3/18 0:00,12/3/18 0:00,4.522513521,4,10062
12/3/18 0:00,13/3/18 0:00,3.083473763,1,7279
13/3/18 0:00,14/3/18 0:00,2.07818838,4,5041
14/3/18 0:00,15/3/18 0:00,2.803645461,4,6555
15/3/18 0:00,16/3/18 0:00,1.284834069,3,3046
16/3/18 0:00,17/3/18 0:00,3.794689016,5,8827
17/3/18 0:00,18/3/18 0:00,2.078517707,5,4772
18/3/18 0:00,19/3/18 0:00,3.161604977,3,7265
19/3/18 0:00,20/3/18 0:00,2.312811928,4,5017
20/3/18 0:00,21/3/18 0:00,2.784072268,7,6797
21/3/18 0:00,22/3/18 0:00,2.989683995,1,7456
22/3/18 0:00,23/3/18 0:00,2.849713921,3,6457
23/3/18 0:00,24/3/18 0:00,3.49707707,10,8797
24/3/18 0:00,25/3/18 0:00,2.208359431,0,5110
25/3/18 0:00,26/3/18 0:00,5.027059237,3,12857
26/3/18 0:00,27/3/18 0:00,2.34123966,4,5610
27/3/18 0:00,28/3/18 0:00,3.079770391,3,6823
28/3/18 0:00,29/3/18 0:00,1.428140907,8,3171
29/3/18 0:00,30/3/18 0:00,2.775547055,7,6475
30/3/18 0:00,31/3/18 0:00,2.178272638,0,5129
31/3/18 0:00,1/4/18 0:00,3.818367542,0,9115
1/4/18 0:00,2/4/18 0:00,1.770143611,3,4194
2/4/18 0:00,3/4/18 0:00,3.693094826,10,8363
3/4/18 0:00,4/4/18 0:00,2.570761751,3,6142
4/4/18 0:00,5/4/18 0:00,2.847992723,2,6554
5/4/18 0:00,6/4/18 0:00,1.92521922,1,4765
6/4/18 0:00,7/4/18 0:00,3.154235515,5,7619
7/4/18 0:00,8/4/18 0:00,0.806452816,0,1882
8/4/18 0:00,9/4/18 0:00,4.597413605,4,11547
9/4/18 0:00,10/4/18 0:00,1.90881502,3,4967
10/4/18 0:00,11/4/18 0:00,3.201080689,3,8807
11/4/18 0:00,12/4/18 0:00,6.843707747,7,15033
12/4/18 0:00,13/4/18 0:00,2.417281519,1,5464.625485
13/4/18 0:00,14/4/18 0:00,2.793841771,5,6568.374515
14/4/18 0:00,15/4/18 0:00,2.139207031,3,5229
15/4/18 0:00,16/4/18 0:00,3.764801062,10,9276
16/4/18 0:00,17/4/18 0:00,2.458082299,1,6543
17/4/18 0:00,18/4/18 0:00,2.552773055,4,6408
18/4/18 0:00,19/4/18 0:00,2.880956464,5,6470
19/4/18 0:00,20/4/18 0:00,2.505673119,6,6093
20/4/18 0:00,21/4/18 0:00,1.650616649,3,3821
21/4/18 0:00,22/4/18 0:00,2.044292581,2,5001
22/4/18 0:00,23/4/18 0:00,3.189386483,5,8310
23/4/18 0:00,24/4/18 0:00,1.872613935,4,4445
24/4/18 0:00,25/4/18 0:00,1.868929203,4,4741
25/4/18 0:00,26/4/18 0:00,3.064279607,6,7360
26/4/18 0:00,27/4/18 0:00,1.4017637,2,3375
27/4/18 0:00,28/4/18 0:00,3.657745019,3,8666
28/4/18 0:00,29/4/18 0:00,2.622055943,2,6614
29/4/18 0:00,30/4/18 0:00,2.519703681,0,6204
30/4/18 0:00,1/5/18 0:00,1.801752764,2,4521
1/5/18 0:00,2/5/18 0:00,5.078211992,4,11302
2/5/18 0:00,3/5/18 0:00,3.513238935,6,8538
3/5/18 0:00,4/5/18 0:00,2.685442019,2,6615
4/5/18 0:00,5/5/18 0:00,4.347684522,7,10385
5/5/18 0:00,6/5/18 0:00,2.316484232,0,5362
6/5/18 0:00,7/5/18 0:00,2.144650243,3,5014
7/5/18 0:00,8/5/18 0:00,1.926536527,4,5117
8/5/18 0:00,9/5/18 0:00,2.898932733,4,7043
9/5/18 0:00,10/5/18 0:00,2.36634927,4,5597
10/5/18 0:00,11/5/18 0:00,1.844043287,3,4961
11/5/18 0:00,12/5/18 0:00,4.166648026,9,9648
12/5/18 0:00,13/5/18 0:00,2.209459258,0,5287
13/5/18 0:00,14/5/18 0:00,1.755572457,0,4433
14/5/18 0:00,15/5/18 0:00,1.869848833,3,4370
15/5/18 0:00,16/5/18 0:00,2.52921066,4,6315
16/5/18 0:00,17/5/18 0:00,2.938153682,4,7207
17/5/18 0:00,18/5/18 0:00,2.728645958,6,6703
18/5/18 0:00,19/5/18 0:00,2.776622027,1,6845
19/5/18 0:00,20/5/18 0:00,1.673607383,0,3957
20/5/18 0:00,21/5/18 0:00,1.694141815,0,3946
21/5/18 0:00,22/5/18 0:00,3.965814642,6,10122
22/5/18 0:00,23/5/18 0:00,3.10568157,2,7205
23/5/18 0:00,24/5/18 0:00,2.881758033,3,6815
24/5/18 0:00,25/5/18 0:00,1.779122425,1,4282
25/5/18 0:00,26/5/18 0:00,2.350803096,4,5327.877256
26/5/18 0:00,27/5/18 0:00,0.806470924,1,2027.122744
27/5/18 0:00,28/5/18 0:00,5.022008968,2,11913
28/5/18 0:00,29/5/18 0:00,2.71025337,6,7249
29/5/18 0:00,30/5/18 0:00,4.176826837,3,9756
30/5/18 0:00,31/5/18 0:00,2.276362294,4,5759
31/5/18 0:00,1/6/18 0:00,2.342221427,1,5433
1/6/18 0:00,2/6/18 0:00,2.965500229,3,7030
2/6/18 0:00,3/6/18 0:00,1.6398545,2,3927
3/6/18 0:00,4/6/18 0:00,3.976359312,2,9433
4/6/18 0:00,5/6/18 0:00,1.868189772,5,4459
5/6/18 0:00,6/6/18 0:00,2.725476965,4,6795
6/6/18 0:00,7/6/18 0:00,2.597387507,5,6805
7/6/18 0:00,8/6/18 0:00,1.889589796,8,4503
8/6/18 0:00,9/6/18 0:00,2.695893482,3,6460
9/6/18 0:00,10/6/18 0:00,1.487599916,0,3718
10/6/18 0:00,11/6/18 0:00,3.264143651,5,7395
11/6/18 0:00,12/6/18 0:00,2.961274905,2,7360
12/6/18 0:00,13/6/18 0:00,3.854576772,7,8676
13/6/18 0:00,14/6/18 0:00,3.282225553,2,7510
14/6/18 0:00,15/6/18 0:00,3.079397568,4,7265
15/6/18 0:00,16/6/18 0:00,4.50147674,4,10353
16/6/18 0:00,17/6/18 0:00,0.433947,1,1002
17/6/18 0:00,18/6/18 0:00,3.836952908,20,9276
18/6/18 0:00,19/6/18 0:00,4.002613586,10,9140
19/6/18 0:00,20/6/18 0:00,2.555631363,5,6385
20/6/18 0:00,21/6/18 0:00,2.605334845,3,6044
21/6/18 0:00,22/6/18 0:00,2.636521465,4,6275
22/6/18 0:00,23/6/18 0:00,3.076626253,10,6973
23/6/18 0:00,24/6/18 0:00,1.751365774,0,4042
24/6/18 0:00,25/6/18 0:00,1.596464149,0,4246
25/6/18 0:00,26/6/18 0:00,1.839942237,1,4581
26/6/18 0:00,27/6/18 0:00,3.15913192,9,7491
27/6/18 0:00,28/6/18 0:00,2.637658574,5,6493
28/6/18 0:00,29/6/18 0:00,3.051522857,20,7328
29/6/18 0:00,30/6/18 0:00,4.117385717,8,9489
30/6/18 0:00,1/7/18 0:00,1.949334636,2,4458
1/7/18 0:00,2/7/18 0:00,2.037196522,1,5174
2/7/18 0:00,3/7/18 0:00,1.993594906,4,4532
3/7/18 0:00,4/7/18 0:00,2.727918953,5,6936
4/7/18 0:00,5/7/18 0:00,3.215279021,5,7920
5/7/18 0:00,6/7/18 0:00,3.511033067,5,8204
6/7/18 0:00,7/7/18 0:00,3.171020112,9,8174.012514
7/7/18 0:00,8/7/18 0:00,3.815397079,9,8719.987486
8/7/18 0:00,9/7/18 0:00,0.186069604,0,449
9/7/18 0:00,10/7/18 0:00,3.414505604,4,8146
10/7/18 0:00,11/7/18 0:00,2.910894128,5,6931
11/7/18 0:00,12/7/18 0:00,2.727508848,3,6491
12/7/18 0:00,13/7/18 0:00,2.671336893,3,6220
13/7/18 0:00,14/7/18 0:00,2.670373767,1,6653
14/7/18 0:00,15/7/18 0:00,0.911122793,1,2323
15/7/18 0:00,16/7/18 0:00,5.466090822,7,12728
16/7/18 0:00,17/7/18 0:00,2.64525173,7,6394
17/7/18 0:00,18/7/18 0:00,2.963885022,4,6984
18/7/18 0:00,19/7/18 0:00,5.051828571,7,11506
19/7/18 0:00,20/7/18 0:00,1.32009067,1,2988
20/7/18 0:00,21/7/18 0:00,3.045700608,2,7000
21/7/18 0:00,22/7/18 0:00,0.384995377,7,926
22/7/18 0:00,23/7/18 0:00,3.692821423,1,9041
23/7/18 0:00,24/7/18 0:00,1.960413684,5,4604
24/7/18 0:00,25/7/18 0:00,2.949096029,3,7066
25/7/18 0:00,26/7/18 0:00,2.521027201,4,6359
26/7/18 0:00,27/7/18 0:00,0.304527808,0,682
27/7/18 0:00,28/7/18 0:00,3.357287193,5,8730
28/7/18 0:00,29/7/18 0:00,3.516550843,16,8601
29/7/18 0:00,30/7/18 0:00,3.219633849,6,7436
30/7/18 0:00,31/7/18 0:00,1.855979828,7,4543
31/7/18 0:00,1/8/18 0:00,3.18790762,6,7798
1/8/18 0:00,2/8/18 0:00,2.815911328,6,6732
2/8/18 0:00,3/8/18 0:00,2.618762676,8,6205
3/8/18 0:00,4/8/18 0:00,2.715870566,2,6847
4/8/18 0:00,5/8/18 0:00,2.235445001,2,5058
5/8/18 0:00,6/8/18 0:00,3.874777549,2,9260
6/8/18 0:00,7/8/18 0:00,3.058208811,5,7844
7/8/18 0:00,8/8/18 0:00,3.527064444,4,8327
8/8/18 0:00,9/8/18 0:00,3.423742842,10,7825
9/8/18 0:00,10/8/18 0:00,1.530039569,5,3743
10/8/18 0:00,11/8/18 0:00,3.075079038,2,7495
11/8/18 0:00,12/8/18 0:00,2.164049451,1,5024
12/8/18 0:00,13/8/18 0:00,3.478833612,0,8030
13/8/18 0:00,14/8/18 0:00,3.741251094,10,9071
14/8/18 0:00,15/8/18 0:00,2.749685586,1,7106
15/8/18 0:00,16/8/18 0:00,3.714140668,2,9062
16/8/18 0:00,17/8/18 0:00,2.162278543,6,5193
17/8/18 0:00,18/8/18 0:00,3.345319584,2,7888
18/8/18 0:00,19/8/18 0:00,0.579255716,0,1449
19/8/18 0:00,20/8/18 0:00,0.931404349,0,2257
20/8/18 0:00,21/8/18 0:00,1.340887964,3,3097
21/8/18 0:00,22/8/18 0:00,1.456307663,0,3353
22/8/18 0:00,23/8/18 0:00,1.189780024,0,2955
23/8/18 0:00,24/8/18 0:00,3.173104615,4,7552
24/8/18 0:00,25/8/18 0:00,1.042368816,3,2501
25/8/18 0:00,26/8/18 0:00,0.68790762,4,1772
26/8/18 0:00,27/8/18 0:00,0.228105365,1,521
27/8/18 0:00,28/8/18 0:00,1.054247153,7,2365
28/8/18 0:00,29/8/18 0:00,2.088105464,2,5039
29/8/18 0:00,30/8/18 0:00,3.501041418,0,8201
30/8/18 0:00,31/8/18 0:00,2.990970234,7,7387
31/8/18 0:00,1/9/18 0:00,4.063531885,8,9483
1/9/18 0:00,2/9/18 0:00,3.050385747,1,7288
2/9/18 0:00,3/9/18 0:00,3.866382824,0,8756
3/9/18 0:00,4/9/18 0:00,1.904856886,2,4694
4/9/18 0:00,5/9/18 0:00,2.747840114,3,6583
5/9/18 0:00,6/9/18 0:00,2.984588752,3,7161
6/9/18 0:00,7/9/18 0:00,2.524345323,5,6190
7/9/18 0:00,8/9/18 0:00,2.213721864,1,5592
8/9/18 0:00,9/9/18 0:00,2.66133903,1,6121
9/9/18 0:00,10/9/18 0:00,2.062319488,2,4788
10/9/18 0:00,11/9/18 0:00,1.698033484,2,4413
11/9/18 0:00,12/9/18 0:00,2.840809672,3,6762
12/9/18 0:00,13/9/18 0:00,2.307722898,7,5545
13/9/18 0:00,14/9/18 0:00,2.939992941,3,7192
14/9/18 0:00,15/9/18 0:00,1.817121652,3,4044.660713
15/9/18 0:00,16/9/18 0:00,0.867092317,1,2077.339287
16/9/18 0:00,17/9/18 0:00,0.04677061,0,105
17/9/18 0:00,18/9/18 0:00,2.245287521,4,5409
18/9/18 0:00,19/9/18 0:00,3.264429482,10,7383
19/9/18 0:00,20/9/18 0:00,2.954309333,5,6662
20/9/18 0:00,21/9/18 0:00,2.85336137,5,6338
21/9/18 0:00,22/9/18 0:00,2.815936183,1,6707
22/9/18 0:00,23/9/18 0:00,2.514223187,1,6150
23/9/18 0:00,24/9/18 0:00,2.134528106,11,4729
24/9/18 0:00,25/9/18 0:00,2.479097073,3,5867
25/9/18 0:00,26/9/18 0:00,1.330948167,3,3039
26/9/18 0:00,27/9/18 0:00,2.86906342,6,7130
27/9/18 0:00,28/9/18 0:00,2.938507864,4,6879
28/9/18 0:00,29/9/18 0:00,4.316055185,11,10087.06783
29/9/18 0:00,30/9/18 0:00,2.026684811,1,4646.932166
30/9/18 0:00,1/10/18 0:00,0.685291647,1,1762
1/10/18 0:00,2/10/18 0:00,0.92203427,1,2159.014536
2/10/18 0:00,3/10/18 0:00,3.348724498,5,8343.985464
3/10/18 0:00,4/10/18 0:00,2.672113607,5,6397
4/10/18 0:00,5/10/18 0:00,2.630438241,2,6166
5/10/18 0:00,6/10/18 0:00,4.405800151,8,10222.28781
6/10/18 0:00,7/10/18 0:00,0.359043506,2,936.7121908
7/10/18 0:00,8/10/18 0:00,2.201215327,1.921805023,5057.412184
8/10/18 0:00,9/10/18 0:00,4.278318629,5.078194977,10104.87762
9/10/18 0:00,10/10/18 0:00,2.551768383,6,6311.710196
10/10/18 0:00,11/10/18 0:00,0.018293168,0,45
11/10/18 0:00,12/10/18 0:00,1.311456055,1,3168.219176
12/10/18 0:00,13/10/18 0:00,2.114964856,4.730012564,5112.262199
13/10/18 0:00,14/10/18 0:00,2.114964856,2.87742462,5112.262199
14/10/18 0:00,15/10/18 0:00,2.114964856,2.87742462,5112.262199
15/10/18 0:00,16/10/18 0:00,2.114964856,2.87742462,5112.262199
16/10/18 0:00,17/10/18 0:00,2.114964856,2.87742462,5112.262199
17/10/18 0:00,18/10/18 0:00,2.832909597,1.760288956,6794.469831
18/10/18 0:00,19/10/18 0:00,2.80354339,4.412150821,6912.381726
19/10/18 0:00,20/10/18 0:00,3.617758055,7.587849179,8624.468471
20/10/18 0:00,21/10/18 0:00,3.319762057,18,7885.504468
21/10/18 0:00,22/10/18 0:00,1.965895172,2,4783.270455
22/10/18 0:00,23/10/18 0:00,1.965895172,3,4783.270455
23/10/18 0:00,24/10/18 0:00,1.965895172,7,4783.270455
24/10/18 0:00,25/10/18 0:00,1.965895172,3,4783.270455
25/10/18 0:00,26/10/18 0:00,2.884800466,6,6970.051056
26/10/18 0:00,27/10/18 0:00,3.085639214,13.65199033,7655.878709
27/10/18 0:00,28/10/18 0:00,2.752224908,1.348009669,6828.633751
28/10/18 0:00,29/10/18 0:00,1.587155545,3,3776.574404
29/10/18 0:00,30/10/18 0:00,2.663680376,8,6390.308486
30/10/18 0:00,31/10/18 0:00,2.663680376,7,6390.308486
31/10/18 0:00,1/11/18 0:00,2.663680376,4,6390.308486
1/11/18 0:00,2/11/18 0:00,2.663680376,5,6390.308486
2/11/18 0:00,3/11/18 0:00,2.663680376,3,6390.308486
3/11/18 0:00,4/11/18 0:00,2.663680376,1,6390.308486
4/11/18 0:00,5/11/18 0:00,2.663680376,0,6390.308486
5/11/18 0:00,6/11/18 0:00,2.663680376,2,6390.308486
6/11/18 0:00,7/11/18 0:00,2.663680376,9,6390.308486
7/11/18 0:00,8/11/18 0:00,2.663680376,5,6390.308486
8/11/18 0:00,9/11/18 0:00,3.709015103,4,8920.78359
9/11/18 0:00,10/11/18 0:00,2.07637647,2,4748.219859
10/11/18 0:00,11/11/18 0:00,1.775618893,0,4310.337287
11/11/18 0:00,12/11/18 0:00,0.603339,0,1504
12/11/18 0:00,13/11/18 0:00,2.56734421,3,6182
13/11/18 0:00,14/11/18 0:00,3.2801626,6,7861
14/11/18 0:00,15/11/18 0:00,3.056580818,6,7446
15/11/18 0:00,16/11/18 0:00,1.534103337,1,3758
16/11/18 0:00,17/11/18 0:00,3.092614133,1,7143
17/11/18 0:00,18/11/18 0:00,0.530595075,1,1288
18/11/18 0:00,19/11/18 0:00,0.876798248,0,2196
19/11/18 0:00,20/11/18 0:00,2.07987851,3,4695
20/11/18 0:00,21/11/18 0:00,3.439500815,3,8751
21/11/18 0:00,22/11/18 0:00,3.551241997,4,8274
22/11/18 0:00,23/11/18 0:00,3.858249075,9,9305
23/11/18 0:00,24/11/18 0:00,3.947726527,7,9137
24/11/18 0:00,25/11/18 0:00,1.579774119,3,3881
25/11/18 0:00,26/11/18 0:00,1.041088791,1,2905
26/11/18 0:00,27/11/18 0:00,3.751951106,5,9235
27/11/18 0:00,28/11/18 0:00,3.381508242,2,7878
28/11/18 0:00,29/11/18 0:00,4.998876443,10,11780
29/11/18 0:00,30/11/18 0:00,2.869659936,6,6846
30/11/18 0:00,1/12/18 0:00,3.829643193,6,9853
1/12/18 0:00,2/12/18 0:00,0.728632287,0,1928
2/12/18 0:00,3/12/18 0:00,0.903703621,0,2114
3/12/18 0:00,4/12/18 0:00,2.237582518,3,5240
4/12/18 0:00,5/12/18 0:00,2.967985713,4,6899
5/12/18 0:00,6/12/18 0:00,2.717150591,2,6732
6/12/18 0:00,7/12/18 0:00,2.532249165,3,6542
7/12/18 0:00,8/12/18 0:00,3.078516521,5,7818.816914
8/12/18 0:00,9/12/18 0:00,2.536313135,6,6218.183086
9/12/18 0:00,10/12/18 0:00,2.921165394,6,6861
10/12/18 0:00,11/12/18 0:00,3.415441323,15,8634
11/12/18 0:00,12/12/18 0:00,2.754979669,5,7314
12/12/18 0:00,13/12/18 0:00,3.455960938,13,8326
13/12/18 0:00,14/12/18 0:00,3.359126452,5,7936
14/12/18 0:00,15/12/18 0:00,4.767501541,10,11356
15/12/18 0:00,16/12/18 0:00,2.964139426,2,6697
16/12/18 0:00,17/12/18 0:00,1.00691959,0,2263
17/12/18 0:00,18/12/18 0:00,1.701767925,1,3775
18/12/18 0:00,19/12/18 0:00,1.800932554,0,4085
19/12/18 0:00,20/12/18 0:00,0.996865804,1,2330
20/12/18 0:00,21/12/18 0:00,2.207694564,1,5017
21/12/18 0:00,22/12/18 0:00,0.507206663,2,1166
22/12/18 0:00,23/12/18 0:00,1.794068231,3,4352
23/12/18 0:00,24/12/18 0:00,0.801985157,0,2115
24/12/18 0:00,25/12/18 0:00,3.92113184,5,9586
25/12/18 0:00,26/12/18 0:00,3.654763243,6,8351
26/12/18 0:00,27/12/18 0:00,1.311391474,1,3252
27/12/18 0:00,28/12/18 0:00,3.977278941,13,9687
28/12/18 0:00,29/12/18 0:00,3.657900362,6,9233
29/12/18 0:00,30/12/18 0:00,0.024233476,0,56
30/12/18 0:00,31/12/18 0:00,3.354198978,1,7548
31/12/18 0:00,1/1/19 0:00,4.41209586,3,10457
1/1/19 0:00,2/1/19 0:00,3.490092858,4,8357
2/1/19 0:00,3/1/19 0:00,3.114362125,5,7832
3/1/19 0:00,4/1/19 0:00,3.403038754,8,8260
4/1/19 0:00,5/1/19 0:00,3.404107512,6,7698
5/1/19 0:00,6/1/19 0:00,0.804973952,0,1899
6/1/19 0:00,7/1/19 0:00,2.300024109,3,5195
7/1/19 0:00,8/1/19 0:00,2.538761135,5,6385
8/1/19 0:00,9/1/19 0:00,3.120370785,3,7742
9/1/19 0:00,10/1/19 0:00,2.464849032,4,6401
10/1/19 0:00,11/1/19 0:00,3.699153195,12,9068
11/1/19 0:00,12/1/19 0:00,3.513313499,2,8613
12/1/19 0:00,13/1/19 0:00,2.684404329,3,6293
13/1/19 0:00,14/1/19 0:00,1.926648172,2,4355.350874
14/1/19 0:00,15/1/19 0:00,3.479270375,3,8897.073161
15/1/19 0:00,16/1/19 0:00,2.303388785,3,5461.575965
16/1/19 0:00,17/1/19 0:00,3.601703551,6,8361
17/1/19 0:00,18/1/19 0:00,3.702036358,7,8889
18/1/19 0:00,19/1/19 0:00,2.331993657,2,5445
19/1/19 0:00,20/1/19 0:00,0.140603873,0,330
20/1/19 0:00,21/1/19 0:00,0.952841655,0,2302
21/1/19 0:00,22/1/19 0:00,2.917735425,7,6960
22/1/19 0:00,23/1/19 0:00,3.021305575,4,7431
23/1/19 0:00,24/1/19 0:00,3.320228615,5,8124
24/1/19 0:00,25/1/19 0:00,3.354441313,7,8879
25/1/19 0:00,26/1/19 0:00,0.82606329,0,1952
26/1/19 0:00,27/1/19 0:00,0.688665692,0,1641
27/1/19 0:00,28/1/19 0:00,2.809517418,1,6410
28/1/19 0:00,29/1/19 0:00,2.717809244,7,7408
29/1/19 0:00,30/1/19 0:00,2.792199803,3,7222
30/1/19 0:00,31/1/19 0:00,2.852460381,4,7186
31/1/19 0:00,1/2/19 0:00,4.224677881,6,10770
1/2/19 0:00,2/2/19 0:00,3.590394596,4,8920
2/2/19 0:00,3/2/19 0:00,0.896203671,3,2064
3/2/19 0:00,4/2/19 0:00,0.434698859,0,1008
4/2/19 0:00,5/2/19 0:00,3.778365595,6,8609
5/2/19 0:00,6/2/19 0:00,1.286604977,1,3080
6/2/19 0:00,7/2/19 0:00,0.771053299,1,1822
7/2/19 0:00,8/2/19 0:00,0.027595095,0,65
8/2/19 0:00,9/2/19 0:00,3.09863694,1,6928
9/2/19 0:00,10/2/19 0:00,1.104286929,0,2490
10/2/19 0:00,11/2/19 0:00,3.294000537,5,7473
11/2/19 0:00,12/2/19 0:00,3.343424401,7,8445
12/2/19 0:00,13/2/19 0:00,3.054213394,3,7263
13/2/19 0:00,14/2/19 0:00,2.836665126,3,7019
14/2/19 0:00,15/2/19 0:00,5.107292164,10,12120
15/2/19 0:00,16/2/19 0:00,2.782699038,1,6477
16/2/19 0:00,17/2/19 0:00,1.078824664,1,2530
17/2/19 0:00,18/2/19 0:00,2.647381409,2,6485.888357
18/2/19 0:00,19/2/19 0:00,2.429885737,12,6067.111643
19/2/19 0:00,20/2/19 0:00,2.265954327,6,5198
20/2/19 0:00,21/2/19 0:00,2.593106259,2,5987
21/2/19 0:00,22/2/19 0:00,4.02255826,1,9338
22/2/19 0:00,23/2/19 0:00,4.478781417,3,10676
23/2/19 0:00,24/2/19 0:00,0.073762974,0,169
24/2/19 0:00,25/2/19 0:00,1.336507297,0,3184
25/2/19 0:00,26/2/19 0:00,5.462467937,5,12869
26/2/19 0:00,27/2/19 0:00,3.273526356,6,7673
27/2/19 0:00,28/2/19 0:00,2.051251939,11,5104
28/2/19 0:00,1/3/19 0:00,3.147561988,3,7258
1/3/19 0:00,2/3/19 0:00,3.352602054,3,7436
2/3/19 0:00,3/3/19 0:00,1.005098972,3,2247
3/3/19 0:00,4/3/19 0:00,1.062482602,0,2444
4/3/19 0:00,5/3/19 0:00,2.838622445,7,6660
5/3/19 0:00,6/3/19 0:00,3.138216565,5,7865
6/3/19 0:00,7/3/19 0:00,2.950506542,3,6773
7/3/19 0:00,8/3/19 0:00,2.020525133,2,5148
8/3/19 0:00,9/3/19 0:00,3.624874483,6,8192
9/3/19 0:00,10/3/19 0:00,0.024401247,0,59
10/3/19 0:00,11/3/19 0:00,4.089659173,12,9059
11/3/19 0:00,12/3/19 0:00,2.994188937,6,7278
12/3/19 0:00,13/3/19 0:00,2.448656098,2,5986
13/3/19 0:00,14/3/19 0:00,3.261770013,5.453755904,7802
14/3/19 0:00,15/3/19 0:00,1.86187664,1.834122398,4587
15/3/19 0:00,16/3/19 0:00,3.004012815,1.712121697,7078
16/3/19 0:00,17/3/19 0:00,0.064591535,0,144
17/3/19 0:00,18/3/19 0:00,1.581141136,2,4051
18/3/19 0:00,19/3/19 0:00,3.12330987,3,7485
19/3/19 0:00,20/3/19 0:00,3.851532053,7,9273
20/3/19 0:00,21/3/19 0:00,2.979418943,9,7176
21/3/19 0:00,22/3/19 0:00,4.758373598,10,11413
22/3/19 0:00,23/3/19 0:00,2.973932236,6,6674
23/3/19 0:00,24/3/19 0:00,0.659237553,0,1842
24/3/19 0:00,25/3/19 0:00,3.63392444,1,8445
25/3/19 0:00,26/3/19 0:00,3.560699941,2,8052
26/3/19 0:00,27/3/19 0:00,0.27147086,0,631
27/3/19 0:00,28/3/19 0:00,2.958938549,2,7177
28/3/19 0:00,29/3/19 0:00,2.436744413,5,5683
29/3/19 0:00,30/3/19 0:00,8.175649144,1,19796
30/3/19 0:00,31/3/19 0:00,2.01543819,3,4842
31/3/19 0:00,1/4/19 0:00,1.398824614,0,3174
1/4/19 0:00,2/4/19 0:00,3.010301092,4,7066
2/4/19 0:00,3/4/19 0:00,3.236318649,4,7291
3/4/19 0:00,4/4/19 0:00,3.071307315,7,7213
4/4/19 0:00,5/4/19 0:00,2.598207717,7,6507
5/4/19 0:00,6/4/19 0:00,0.049417651,0,111
6/4/19 0:00,7/4/19 0:00,2.734151306,4,6308
7/4/19 0:00,8/4/19 0:00,1.13603431,0,2637
8/4/19 0:00,9/4/19 0:00,2.264599738,2,5559
9/4/19 0:00,10/4/19 0:00,4.313850861,9,10759
10/4/19 0:00,11/4/19 0:00,3.192760529,4,7381
11/4/19 0:00,12/4/19 0:00,2.804571304,7,6452
12/4/19 0:00,13/4/19 0:00,3.102562286,4,7259
13/4/19 0:00,14/4/19 0:00,2.588818798,3,5861
14/4/19 0:00,15/4/19 0:00,0.169945021,0,395
15/4/19 0:00,16/4/19 0:00,3.065744637,1,6970
16/4/19 0:00,17/4/19 0:00,1.166003042,0,2700
17/4/19 0:00,18/4/19 0:00,0.038630647,0,92
18/4/19 0:00,19/4/19 0:00,4.342433936,12,10694
19/4/19 0:00,20/4/19 0:00,1.262104311,1,3016
20/4/19 0:00,21/4/19 0:00,2.29003246,0,5413
21/4/19 0:00,22/4/19 0:00,1.100690716,1,2800
22/4/19 0:00,23/4/19 0:00,2.824054932,7,7232
23/4/19 0:00,24/4/19 0:00,4.644514881,10,11785
24/4/19 0:00,25/4/19 0:00,2.267346198,2,6266
25/4/19 0:00,26/4/19 0:00,2.975749655,7,7702
26/4/19 0:00,27/4/19 0:00,3.653053626,7,9369
27/4/19 0:00,28/4/19 0:00,3.306148344,4,7429
28/4/19 0:00,29/4/19 0:00,3.202565766,9,8020
29/4/19 0:00,30/4/19 0:00,3.353179929,3,8220
30/4/19 0:00,1/5/19 0:00,2.332441044,0,5609
1/5/19 0:00,2/5/19 0:00,1.294415613,0,2922
2/5/19 0:00,3/5/19 0:00,3.683121819,2,8144
3/5/19 0:00,4/5/19 0:00,3.696736061,3,8413
4/5/19 0:00,5/5/19 0:00,0.337261642,0,773
5/5/19 0:00,6/5/19 0:00,0.872069613,0,2066
6/5/19 0:00,7/5/19 0:00,4.565033952,10,11288
7/5/19 0:00,8/5/19 0:00,1.652499403,3,4020
8/5/19 0:00,9/5/19 0:00,3.456364829,5,8529
