start,finish,distance,flights,steps
25/11/16 0:00,26/11/16 0:00,1.445054631,6,3385
26/11/16 0:00,27/11/16 0:00,0.517894248,2,1401
27/11/16 0:00,28/11/16 0:00,2.258914191,3,5839
28/11/16 0:00,29/11/16 0:00,0.418462429,2,1053
29/11/16 0:00,30/11/16 0:00,4.287281029,12,10981
30/11/16 0:00,1/12/16 0:00,2.337641921,5,5439
1/12/16 0:00,2/12/16 0:00,2.029379673,4,5201
2/12/16 0:00,3/12/16 0:00,1.361890311,3,3416
3/12/16 0:00,4/12/16 0:00,0.547769775,5,1418
4/12/16 0:00,5/12/16 0:00,2.067395162,2,5489
5/12/16 0:00,6/12/16 0:00,1.195319335,4,2976
6/12/16 0:00,7/12/16 0:00,2.734014605,8,6976
7/12/16 0:00,8/12/16 0:00,4.11059633,5,10979
8/12/16 0:00,9/12/16 0:00,2.696284946,8,6510
9/12/16 0:00,10/12/16 0:00,3.110031355,6,7600
10/12/16 0:00,11/12/16 0:00,0.197701672,2,562
11/12/16 0:00,12/12/16 0:00,0.901814652,2,2337
12/12/16 0:00,13/12/16 0:00,1.321687594,7,3255
13/12/16 0:00,14/12/16 0:00,2.285030422,8,5525
14/12/16 0:00,15/12/16 0:00,0.369691005,2,908
15/12/16 0:00,16/12/16 0:00,2.370158276,8,5819
16/12/16 0:00,17/12/16 0:00,2.620365814,8,6324
17/12/16 0:00,18/12/16 0:00,1.199768096,4,2753.277458
18/12/16 0:00,19/12/16 0:00,1.98499479,3,5162.722542
19/12/16 0:00,20/12/16 0:00,1.597967868,8,3862
20/12/16 0:00,21/12/16 0:00,2.917480663,8,6836
21/12/16 0:00,22/12/16 0:00,0.311381733,3,803
22/12/16 0:00,23/12/16 0:00,3.384413037,12,8359
23/12/16 0:00,24/12/16 0:00,0.84924665,0,2123
24/12/16 0:00,25/12/16 0:00,1.415061044,3,3888
25/12/16 0:00,26/12/16 0:00,0.776316313,0,2253
26/12/16 0:00,27/12/16 0:00,0.711513511,2,1816
27/12/16 0:00,28/12/16 0:00,1.867959864,14,4983
28/12/16 0:00,29/12/16 0:00,0.043228794,0,99
29/12/16 0:00,30/12/16 0:00,3.498381949,9,8689
30/12/16 0:00,31/12/16 0:00,0.57762666,2,1408
31/12/16 0:00,1/1/17 0:00,1.012990008,1,2632
1/1/17 0:00,2/1/17 0:00,1.759487095,2,4752
2/1/17 0:00,3/1/17 0:00,1.001240257,3,2519
3/1/17 0:00,4/1/17 0:00,0.93110609,4,2267
4/1/17 0:00,5/1/17 0:00,0.250673566,3,700
5/1/17 0:00,6/1/17 0:00,2.401233049,9,5791
6/1/17 0:00,7/1/17 0:00,2.447307723,4,6333
7/1/17 0:00,8/1/17 0:00,0.63648294,0,1582
8/1/17 0:00,9/1/17 0:00,0.993168645,0,2495
9/1/17 0:00,10/1/17 0:00,1.616882407,8,3782
10/1/17 0:00,11/1/17 0:00,1.163859312,1,2914
11/1/17 0:00,12/1/17 0:00,2.398073779,10,5560
12/1/17 0:00,13/1/17 0:00,2.333609222,8,5759
13/1/17 0:00,14/1/17 0:00,2.328893015,10,5966
14/1/17 0:00,15/1/17 0:00,1.290420196,2,3568
15/1/17 0:00,16/1/17 0:00,2.086837867,2,5380
16/1/17 0:00,17/1/17 0:00,1.635952289,7,4071
17/1/17 0:00,18/1/17 0:00,1.737192297,5,4106
18/1/17 0:00,19/1/17 0:00,3.95740749,5,9350
19/1/17 0:00,20/1/17 0:00,2.494656208,7,5611
20/1/17 0:00,21/1/17 0:00,3.160592142,7,7367
21/1/17 0:00,22/1/17 0:00,1.356254474,3,3399
22/1/17 0:00,23/1/17 0:00,0.049722123,0,218
23/1/17 0:00,24/1/17 0:00,2.434258928,11,5822
24/1/17 0:00,25/1/17 0:00,2.294295067,9,5695
25/1/17 0:00,26/1/17 0:00,3.057780064,7,7751
26/1/17 0:00,27/1/17 0:00,4.196316153,3,11023
27/1/17 0:00,28/1/17 0:00,1.533550316,6,3744
28/1/17 0:00,29/1/17 0:00,1.03115928,4,2480
29/1/17 0:00,30/1/17 0:00,1.131442377,1,3050
30/1/17 0:00,31/1/17 0:00,0.433033584,1,1149
31/1/17 0:00,1/2/17 0:00,1.327248867,0,3295
1/2/17 0:00,2/2/17 0:00,2.630991261,5,6351
2/2/17 0:00,3/2/17 0:00,2.021749234,4,4955
3/2/17 0:00,4/2/17 0:00,2.494302026,5,6636
4/2/17 0:00,5/2/17 0:00,1.512970502,4,3858
5/2/17 0:00,6/2/17 0:00,1.519743448,3,3789
6/2/17 0:00,7/2/17 0:00,2.039128987,8,4783
7/2/17 0:00,8/2/17 0:00,2.595821652,7,6766
8/2/17 0:00,9/2/17 0:00,2.45759763,7,6300
9/2/17 0:00,10/2/17 0:00,3.099728834,7,7011
10/2/17 0:00,11/2/17 0:00,2.70133048,8,6792
11/2/17 0:00,12/2/17 0:00,0.840982413,4,2292
12/2/17 0:00,13/2/17 0:00,2.029951334,5,5181
13/2/17 0:00,14/2/17 0:00,2.188419629,9,5244
14/2/17 0:00,15/2/17 0:00,2.075653185,7,4990
15/2/17 0:00,16/2/17 0:00,2.070247256,8,5390
16/2/17 0:00,17/2/17 0:00,2.634936968,7,6351
17/2/17 0:00,18/2/17 0:00,1.376560884,3,3407
18/2/17 0:00,19/2/17 0:00,0.483476497,1,1187
19/2/17 0:00,20/2/17 0:00,2.386873161,3,6241
20/2/17 0:00,21/2/17 0:00,1.532742534,7,3682
21/2/17 0:00,22/2/17 0:00,1.479515877,11,3658
22/2/17 0:00,23/2/17 0:00,2.712745069,10,6308
23/2/17 0:00,24/2/17 0:00,2.15325002,6,4966
24/2/17 0:00,25/2/17 0:00,0.443062515,6,1116
25/2/17 0:00,26/2/17 0:00,0.026812167,0,61
26/2/17 0:00,27/2/17 0:00,1.856688191,8,4886
27/2/17 0:00,28/2/17 0:00,2.344582637,6,5644
28/2/17 0:00,1/3/17 0:00,2.702959811,13,6480
1/3/17 0:00,2/3/17 0:00,0.205021425,1,483
2/3/17 0:00,3/3/17 0:00,2.137958075,6,5028
3/3/17 0:00,4/3/17 0:00,1.372677314,6,3346
4/3/17 0:00,5/3/17 0:00,1.241288376,4,3310
5/3/17 0:00,6/3/17 0:00,2.171225374,5,5606
6/3/17 0:00,7/3/17 0:00,2.048704317,6,4942
7/3/17 0:00,8/3/17 0:00,1.251565855,3,3187
8/3/17 0:00,9/3/17 0:00,0.055681073,0,172
9/3/17 0:00,10/3/17 0:00,2.218984878,11,5590
10/3/17 0:00,11/3/17 0:00,2.621198451,8,6445
11/3/17 0:00,12/3/17 0:00,1.745785861,11,4199
12/3/17 0:00,13/3/17 0:00,1.458221487,3,3796
13/3/17 0:00,14/3/17 0:00,3.186242345,9,7833
14/3/17 0:00,15/3/17 0:00,2.21808389,5,5541
15/3/17 0:00,16/3/17 0:00,1.265813897,7,2947
16/3/17 0:00,17/3/17 0:00,2.86496237,7,7516
17/3/17 0:00,18/3/17 0:00,2.979474867,9,6955
18/3/17 0:00,19/3/17 0:00,2.497787919,12,6302
19/3/17 0:00,20/3/17 0:00,0.473758252,0,1242
20/3/17 0:00,21/3/17 0:00,3.44898294,9,8641
21/3/17 0:00,22/3/17 0:00,4.137629991,12,9652
22/3/17 0:00,23/3/17 0:00,2.621002123,10,6460
23/3/17 0:00,24/3/17 0:00,2.345353138,4,5836
24/3/17 0:00,25/3/17 0:00,0.586779458,2,1401
25/3/17 0:00,26/3/17 0:00,2.697459337,10,6936
26/3/17 0:00,27/3/17 0:00,2.063219548,13,5615
27/3/17 0:00,28/3/17 0:00,4.278202194,22,10625
28/3/17 0:00,29/3/17 0:00,3.003888541,7,7143
29/3/17 0:00,30/3/17 0:00,3.168408991,14,7846
30/3/17 0:00,31/3/17 0:00,2.606012139,2,6869
31/3/17 0:00,1/4/17 0:00,1.648118737,8,4138
1/4/17 0:00,2/4/17 0:00,2.676749036,3,6751
2/4/17 0:00,3/4/17 0:00,2.193348128,7,5515
3/4/17 0:00,4/4/17 0:00,2.975087986,11,7126
4/4/17 0:00,5/4/17 0:00,4.047972342,5,10790
5/4/17 0:00,6/4/17 0:00,2.149652281,3,5437
6/4/17 0:00,7/4/17 0:00,2.475648463,6,5966
7/4/17 0:00,8/4/17 0:00,1.73040071,7,4234
8/4/17 0:00,9/4/17 0:00,1.647764555,4,4024
9/4/17 0:00,10/4/17 0:00,3.742493836,0,9397
10/4/17 0:00,11/4/17 0:00,0.008003261,0,26
11/4/17 0:00,12/4/17 0:00,3.641800634,9,8902
12/4/17 0:00,13/4/17 0:00,2.619303269,7,6382
13/4/17 0:00,14/4/17 0:00,3.332929442,9,8159
14/4/17 0:00,15/4/17 0:00,1.810168633,2,4508
15/4/17 0:00,16/4/17 0:00,0.287371749,1,838
16/4/17 0:00,17/4/17 0:00,1.811129255,3,4663
17/4/17 0:00,18/4/17 0:00,0.7356165,0,2060
18/4/17 0:00,19/4/17 0:00,2.033667134,5,5070
19/4/17 0:00,20/4/17 0:00,1.939603963,4,4632
20/4/17 0:00,21/4/17 0:00,1.38343325,5,3370
21/4/17 0:00,22/4/17 0:00,2.637739352,7,6431
22/4/17 0:00,23/4/17 0:00,0.59977233,1,1514
23/4/17 0:00,24/4/17 0:00,0.942172711,0,2511
24/4/17 0:00,25/4/17 0:00,2.150944733,7,5213
25/4/17 0:00,26/4/17 0:00,1.148648145,3,3084
26/4/17 0:00,27/4/17 0:00,1.92823287,2,4728
27/4/17 0:00,28/4/17 0:00,2.068376929,9,4689
28/4/17 0:00,29/4/17 0:00,2.675686491,8,6530
29/4/17 0:00,30/4/17 0:00,0.257713702,1,655
30/4/17 0:00,1/5/17 0:00,2.584674252,5,6858
1/5/17 0:00,2/5/17 0:00,0.832736817,0,2089
2/5/17 0:00,3/5/17 0:00,2.310804899,4,5531
3/5/17 0:00,4/5/17 0:00,2.954744293,3,8280
4/5/17 0:00,5/5/17 0:00,3.56152569,4,8915
5/5/17 0:00,6/5/17 0:00,1.92828258,10,4725
6/5/17 0:00,7/5/17 0:00,0.311058419,4,896
7/5/17 0:00,8/5/17 0:00,1.796558101,4,4973
8/5/17 0:00,9/5/17 0:00,2.615618538,7,6476
9/5/17 0:00,10/5/17 0:00,1.119468554,6,3026
10/5/17 0:00,11/5/17 0:00,2.362558906,6,5813
11/5/17 0:00,12/5/17 0:00,1.577412909,3,3919
12/5/17 0:00,13/5/17 0:00,2.062529826,2,4984
13/5/17 0:00,14/5/17 0:00,0.881849996,2,2565
14/5/17 0:00,15/5/17 0:00,2.134290767,0,5765
15/5/17 0:00,16/5/17 0:00,1.89716431,4,4749
16/5/17 0:00,17/5/17 0:00,1.729773125,3,4651
17/5/17 0:00,18/5/17 0:00,2.916281417,5,6654
18/5/17 0:00,19/5/17 0:00,2.382020252,5,6036
19/5/17 0:00,20/5/17 0:00,3.117322907,8,7191.000712
20/5/17 0:00,21/5/17 0:00,0.401359239,2,1127.999288
21/5/17 0:00,22/5/17 0:00,1.00069345,2,2604
22/5/17 0:00,23/5/17 0:00,3.802375378,20,9599
23/5/17 0:00,24/5/17 0:00,2.497328104,3,6146
24/5/17 0:00,25/5/17 0:00,2.615649606,10,6249
25/5/17 0:00,26/5/17 0:00,2.328184652,6,5671
26/5/17 0:00,27/5/17 0:00,3.842702368,11,9335
27/5/17 0:00,28/5/17 0:00,0.65946746,1,1611
28/5/17 0:00,29/5/17 0:00,2.87458741,5,7141
29/5/17 0:00,30/5/17 0:00,3.357908564,8,7927
30/5/17 0:00,31/5/17 0:00,0.797181957,2,2664
31/5/17 0:00,1/6/17 0:00,2.183479728,6,5110
1/6/17 0:00,2/6/17 0:00,2.934419242,10,6726
2/6/17 0:00,3/6/17 0:00,3.914700648,18,10105
3/6/17 0:00,4/6/17 0:00,0.250741917,1,640
4/6/17 0:00,5/6/17 0:00,1.27052389,0,3320
5/6/17 0:00,6/6/17 0:00,3.215279021,7,7865
6/6/17 0:00,7/6/17 0:00,1.688495437,3,4147
7/6/17 0:00,8/6/17 0:00,0.994889843,0,2693
8/6/17 0:00,9/6/17 0:00,0.743233643,0,1919
9/6/17 0:00,10/6/17 0:00,2.803807017,11,6649
10/6/17 0:00,11/6/17 0:00,0.917392428,0,2452
11/6/17 0:00,12/6/17 0:00,0.906450082,8,2433
12/6/17 0:00,13/6/17 0:00,1.231135171,4,2762
13/6/17 0:00,14/6/17 0:00,1.967714796,12,4631
14/6/17 0:00,15/6/17 0:00,1.417608665,2,3558
15/6/17 0:00,16/6/17 0:00,2.347142687,8,5896
16/6/17 0:00,17/6/17 0:00,3.388307912,5,8378
17/6/17 0:00,18/6/17 0:00,0.67659245,0,1629
18/6/17 0:00,19/6/17 0:00,1.985467371,6,5126
19/6/17 0:00,20/6/17 0:00,1.56747097,4,3993
20/6/17 0:00,21/6/17 0:00,1.433490913,5,3498
21/6/17 0:00,22/6/17 0:00,1.703221934,5,4078
22/6/17 0:00,23/6/17 0:00,3.389977531,5,8021
23/6/17 0:00,24/6/17 0:00,0,0,0
24/6/17 0:00,25/6/17 0:00,2.130352491,0,5333
25/6/17 0:00,26/6/17 0:00,2.771122892,1,7508
26/6/17 0:00,27/6/17 0:00,0.890375209,0,2434
27/6/17 0:00,28/6/17 0:00,2.868162431,14,6628
28/6/17 0:00,29/6/17 0:00,0.914105375,0,2349
29/6/17 0:00,30/6/17 0:00,3.40845711,8,7748
30/6/17 0:00,1/7/17 0:00,4.674148012,9,12271
1/7/17 0:00,2/7/17 0:00,2.023371013,1,5106
2/7/17 0:00,3/7/17 0:00,1.23955475,1,3308
3/7/17 0:00,4/7/17 0:00,2.663513829,2,6349
4/7/17 0:00,5/7/17 0:00,0.004716207,0,14
5/7/17 0:00,6/7/17 0:00,2.702629146,6,6905
6/7/17 0:00,7/7/17 0:00,3.181838794,7,7592
7/7/17 0:00,8/7/17 0:00,3.260514843,7,7901
8/7/17 0:00,9/7/17 0:00,2.052407197,0,4851
9/7/17 0:00,10/7/17 0:00,2.901660552,5,6879
10/7/17 0:00,11/7/17 0:00,2.628002466,1,6077
11/7/17 0:00,12/7/17 0:00,2.672393224,7,6209
12/7/17 0:00,13/7/17 0:00,1.998224121,6,4872
13/7/17 0:00,14/7/17 0:00,3.980068898,8,8882
14/7/17 0:00,15/7/17 0:00,3.86367986,6,9441
15/7/17 0:00,16/7/17 0:00,1.069876919,0,2871
16/7/17 0:00,17/7/17 0:00,2.159184115,6,5528
17/7/17 0:00,18/7/17 0:00,1.218098803,6,2936
18/7/17 0:00,19/7/17 0:00,2.450072825,3,5744
19/7/17 0:00,20/7/17 0:00,2.066637089,5,4887
20/7/17 0:00,21/7/17 0:00,4.490345134,10,10906
21/7/17 0:00,22/7/17 0:00,4.55019245,4,10601
22/7/17 0:00,23/7/17 0:00,1.387037203,2,3713
23/7/17 0:00,24/7/17 0:00,2.10575862,2,5279
24/7/17 0:00,25/7/17 0:00,3.060644586,9,7537
25/7/17 0:00,26/7/17 0:00,3.593520093,10,8452
26/7/17 0:00,27/7/17 0:00,2.981811222,6,7191
27/7/17 0:00,28/7/17 0:00,2.09536308,5,5551
28/7/17 0:00,29/7/17 0:00,3.885645331,8,9428
29/7/17 0:00,30/7/17 0:00,1.401291458,0,3455
30/7/17 0:00,31/7/17 0:00,2.098873827,1,5317
31/7/17 0:00,1/8/17 0:00,3.987276803,7,9866
1/8/17 0:00,2/8/17 0:00,1.898723952,8,4298
2/8/17 0:00,3/8/17 0:00,2.007507407,3,4711
3/8/17 0:00,4/8/17 0:00,3.296933409,6,8071
4/8/17 0:00,5/8/17 0:00,2.781804263,5,6595
5/8/17 0:00,6/8/17 0:00,0.443410483,0,1258
6/8/17 0:00,7/8/17 0:00,3.203905903,0,7658
7/8/17 0:00,8/8/17 0:00,3.048695618,9,7525
8/8/17 0:00,9/8/17 0:00,3.422263978,0,8523
9/8/17 0:00,10/8/17 0:00,2.379901376,12,6170
10/8/17 0:00,11/8/17 0:00,3.025915551,13,7139
11/8/17 0:00,12/8/17 0:00,2.437247723,14,6005
12/8/17 0:00,13/8/17 0:00,2.14695553,2,5074
13/8/17 0:00,14/8/17 0:00,2.247157848,2,5886
14/8/17 0:00,15/8/17 0:00,2.637403812,4,5949
15/8/17 0:00,16/8/17 0:00,3.451145311,5,7995
16/8/17 0:00,17/8/17 0:00,3.104724658,8,7953
17/8/17 0:00,18/8/17 0:00,4.34657236,12,10224
18/8/17 0:00,19/8/17 0:00,1.96127739,5,4801
19/8/17 0:00,20/8/17 0:00,3.100356419,3,7814
20/8/17 0:00,21/8/17 0:00,2.862128917,1,6902
21/8/17 0:00,22/8/17 0:00,3.324721129,6,7621
22/8/17 0:00,23/8/17 0:00,1.860254622,1,4518
23/8/17 0:00,24/8/17 0:00,0.84044182,7,1857
24/8/17 0:00,25/8/17 0:00,3.82188022,12,9099
25/8/17 0:00,26/8/17 0:00,3.271718166,3,7619
26/8/17 0:00,27/8/17 0:00,2.278561948,2,5845
27/8/17 0:00,28/8/17 0:00,0.916783484,1,2254
28/8/17 0:00,29/8/17 0:00,2.526594687,8,6035
29/8/17 0:00,30/8/17 0:00,2.8565925,9,6455
30/8/17 0:00,31/8/17 0:00,1.818020262,2,4471
31/8/17 0:00,1/9/17 0:00,2.80516782,6,6511
1/9/17 0:00,2/9/17 0:00,3.674043585,12,8567
2/9/17 0:00,3/9/17 0:00,1.173664549,2,3081
3/9/17 0:00,4/9/17 0:00,2.12852566,3,5952
4/9/17 0:00,5/9/17 0:00,2.197504076,3,5047
5/9/17 0:00,6/9/17 0:00,2.722488169,7,6345
6/9/17 0:00,7/9/17 0:00,2.698789072,4,6302
7/9/17 0:00,8/9/17 0:00,4.326259644,11,10360
8/9/17 0:00,9/9/17 0:00,3.180457379,3,7398
9/9/17 0:00,10/9/17 0:00,0.034455033,0,82
10/9/17 0:00,11/9/17 0:00,2.651254176,0,6811
11/9/17 0:00,12/9/17 0:00,2.986968603,2,6765
12/9/17 0:00,13/9/17 0:00,2.598878798,5,6263
13/9/17 0:00,14/9/17 0:00,2.626883997,6,6414
14/9/17 0:00,15/9/17 0:00,4.18970711,5,9882
15/9/17 0:00,16/9/17 0:00,3.096634405,3,7416
16/9/17 0:00,17/9/17 0:00,4.917186283,7,12016
17/9/17 0:00,18/9/17 0:00,1.371899636,1,3649
18/9/17 0:00,19/9/17 0:00,2.587644407,4,6167
19/9/17 0:00,20/9/17 0:00,2.527073143,4,5942
20/9/17 0:00,21/9/17 0:00,3.247205072,9,7924
21/9/17 0:00,22/9/17 0:00,3.764620864,3,8556
22/9/17 0:00,23/9/17 0:00,3.280150173,4,7626
23/9/17 0:00,24/9/17 0:00,0.337305138,1,1119
24/9/17 0:00,25/9/17 0:00,2.573228595,3,6787
25/9/17 0:00,26/9/17 0:00,2.229020023,4,5306
26/9/17 0:00,27/9/17 0:00,2.718474111,8,6300
27/9/17 0:00,28/9/17 0:00,2.777373886,4,6430
28/9/17 0:00,29/9/17 0:00,2.312575807,4,5310
29/9/17 0:00,30/9/17 0:00,4.266823194,9,10385
30/9/17 0:00,1/10/17 0:00,2.668012557,1,6807
1/10/17 0:00,2/10/17 0:00,0.882185536,0,2161
2/10/17 0:00,3/10/17 0:00,2.585053289,6,7292
3/10/17 0:00,4/10/17 0:00,2.729472381,6,6680
4/10/17 0:00,5/10/17 0:00,2.227017688,5,5892
5/10/17 0:00,6/10/17 0:00,2.064431222,0,5076
6/10/17 0:00,7/10/17 0:00,2.867031536,4,6861
7/10/17 0:00,8/10/17 0:00,0.58331842,1,1517
8/10/17 0:00,9/10/17 0:00,3.112572576,2,7815
9/10/17 0:00,10/10/17 0:00,2.941552583,4,6832
10/10/17 0:00,11/10/17 0:00,2.632631681,6,6344
11/10/17 0:00,12/10/17 0:00,2.053426738,2,4692
12/10/17 0:00,13/10/17 0:00,3.178879096,3,7633
13/10/17 0:00,14/10/17 0:00,4.591224747,11,11342
14/10/17 0:00,15/10/17 0:00,0.232206415,0,702
15/10/17 0:00,16/10/17 0:00,0.558246093,2,1431
16/10/17 0:00,17/10/17 0:00,3.852370904,6,9836
17/10/17 0:00,18/10/17 0:00,2.87048636,6,6750
18/10/17 0:00,19/10/17 0:00,3.190032709,2,7137
19/10/17 0:00,20/10/17 0:00,3.319837151,4,7815
20/10/17 0:00,21/10/17 0:00,3.155658455,4,7301
21/10/17 0:00,22/10/17 0:00,2.68360276,2,6480
22/10/17 0:00,23/10/17 0:00,2.783084288,3,7326
23/10/17 0:00,24/10/17 0:00,2.301589965,2,5302
24/10/17 0:00,25/10/17 0:00,2.523462976,3,6024
25/10/17 0:00,26/10/17 0:00,2.740806192,4,6308
26/10/17 0:00,27/10/17 0:00,3.178587052,3,7450
27/10/17 0:00,28/10/17 0:00,4.60157571,6,11698
28/10/17 0:00,29/10/17 0:00,0.380801121,2,1054
29/10/17 0:00,30/10/17 0:00,0.504354569,0,1565
30/10/17 0:00,31/10/17 0:00,3.168098306,4,8529
31/10/17 0:00,1/11/17 0:00,2.517336256,6,6207
1/11/17 0:00,2/11/17 0:00,2.332664738,4,5769
2/11/17 0:00,3/11/17 0:00,2.194788684,8,5080
3/11/17 0:00,4/11/17 0:00,2.378254742,3,5419
4/11/17 0:00,5/11/17 0:00,0.806782142,0,1810
5/11/17 0:00,6/11/17 0:00,1.368389853,0,3336
6/11/17 0:00,7/11/17 0:00,2.929131373,3,6972
7/11/17 0:00,8/11/17 0:00,1.966409916,3,4713
8/11/17 0:00,9/11/17 0:00,2.272516007,2,5274
9/11/17 0:00,10/11/17 0:00,4.806362095,9,11832
10/11/17 0:00,11/11/17 0:00,2.795114661,5,6633.036812
11/11/17 0:00,12/11/17 0:00,0.599433117,1,1531.963188
12/11/17 0:00,13/11/17 0:00,0.526344896,0,1513
13/11/17 0:00,14/11/17 0:00,2.744211306,3,6532
14/11/17 0:00,15/11/17 0:00,1.919030363,6,4840
15/11/17 0:00,16/11/17 0:00,0.007611797,0,17
16/11/17 0:00,17/11/17 0:00,2.703753828,4,6187
17/11/17 0:00,18/11/17 0:00,2.127009514,3,5066
18/11/17 0:00,19/11/17 0:00,0.623179382,0,1510
19/11/17 0:00,20/11/17 0:00,0.894668884,0,2244
20/11/17 0:00,21/11/17 0:00,0.793975682,0,1857
21/11/17 0:00,22/11/17 0:00,2.211155601,7,5631
22/11/17 0:00,23/11/17 0:00,3.148916577,3,7796
23/11/17 0:00,24/11/17 0:00,4.412822864,10,10835
24/11/17 0:00,25/11/17 0:00,4.28358387,4,10620
25/11/17 0:00,26/11/17 0:00,1.098832816,1,2934
26/11/17 0:00,27/11/17 0:00,0.010339617,0,20
27/11/17 0:00,28/11/17 0:00,3.082038396,3,7866
28/11/17 0:00,29/11/17 0:00,3.20903424,5,7872
29/11/17 0:00,30/11/17 0:00,1.763146972,6,4200
30/11/17 0:00,1/12/17 0:00,1.995974757,4,4878
1/12/17 0:00,2/12/17 0:00,5.082617514,7,11702
2/12/17 0:00,3/12/17 0:00,0.165930963,2,466
3/12/17 0:00,4/12/17 0:00,1.462024278,1,3828
4/12/17 0:00,5/12/17 0:00,0.96791612,0,2428
5/12/17 0:00,6/12/17 0:00,2.144923646,6,5363
6/12/17 0:00,7/12/17 0:00,2.246281715,8,5291
7/12/17 0:00,8/12/17 0:00,2.950264207,11,7131
8/12/17 0:00,9/12/17 0:00,1.626911338,5,3867
9/12/17 0:00,10/12/17 0:00,1.5045796,3,3723
10/12/17 0:00,11/12/17 0:00,0.664034538,0,1614
11/12/17 0:00,12/12/17 0:00,2.043459944,3,5121
12/12/17 0:00,13/12/17 0:00,3.095304671,7,7018
13/12/17 0:00,14/12/17 0:00,1.900619134,3,4451
14/12/17 0:00,15/12/17 0:00,3.892947151,4,9030
15/12/17 0:00,16/12/17 0:00,3.700041756,9,8942
16/12/17 0:00,17/12/17 0:00,1.946774105,2,5048
17/12/17 0:00,18/12/17 0:00,1.279117454,0,3419
18/12/17 0:00,19/12/17 0:00,2.584525123,3,6082
19/12/17 0:00,20/12/17 0:00,2.873251461,4,6851
20/12/17 0:00,21/12/17 0:00,3.724933886,9,9000
21/12/17 0:00,22/12/17 0:00,2.506605176,3,5859
22/12/17 0:00,23/12/17 0:00,2.790652589,5,7406
23/12/17 0:00,24/12/17 0:00,4.369488438,6,10968
24/12/17 0:00,25/12/17 0:00,2.557178577,10,6448
25/12/17 0:00,26/12/17 0:00,3.474894118,0,8833
26/12/17 0:00,27/12/17 0:00,2.516447695,0,5893
27/12/17 0:00,28/12/17 0:00,1.732264823,1,4092
28/12/17 0:00,29/12/17 0:00,4.453968263,14,10033
29/12/17 0:00,30/12/17 0:00,6.448641672,10,14676
30/12/17 0:00,31/12/17 0:00,3.569346989,3,8350
31/12/17 0:00,1/1/18 0:00,4.146653155,5,9461
1/1/18 0:00,2/1/18 0:00,4.245978486,3,10020
2/1/18 0:00,3/1/18 0:00,2.211248807,0,5222
3/1/18 0:00,4/1/18 0:00,5.896576493,11,14352
4/1/18 0:00,5/1/18 0:00,5.086401664,5,12255
5/1/18 0:00,6/1/18 0:00,3.916614471,7,9456
6/1/18 0:00,7/1/18 0:00,2.092175445,9,4852
7/1/18 0:00,8/1/18 0:00,0.012023533,0,27
8/1/18 0:00,9/1/18 0:00,2.375918387,7,6358
9/1/18 0:00,10/1/18 0:00,2.004444047,3,4911
10/1/18 0:00,11/1/18 0:00,2.637913336,5,6034
11/1/18 0:00,12/1/18 0:00,3.098256184,5,8031
12/1/18 0:00,13/1/18 0:00,0.371157441,1,877
13/1/18 0:00,14/1/18 0:00,0.015596417,0,36
14/1/18 0:00,15/1/18 0:00,2.683789171,0,6120
15/1/18 0:00,16/1/18 0:00,2.579902122,6,6081
16/1/18 0:00,17/1/18 0:00,3.700364869,3,10768
17/1/18 0:00,18/1/18 0:00,2.498005398,2,6647
18/1/18 0:00,19/1/18 0:00,1.71153588,4,4591
19/1/18 0:00,20/1/18 0:00,3.08744596,5,7731
20/1/18 0:00,21/1/18 0:00,1.07908564,1,2830
21/1/18 0:00,22/1/18 0:00,4.862316571,10,11418
22/1/18 0:00,23/1/18 0:00,3.483375835,6,9201
23/1/18 0:00,24/1/18 0:00,1.617031536,2,4467
24/1/18 0:00,25/1/18 0:00,1.590144804,4,4569
25/1/18 0:00,26/1/18 0:00,2.426553925,6,6319
26/1/18 0:00,27/1/18 0:00,2.478183657,3,6246
27/1/18 0:00,28/1/18 0:00,2.183436232,4,5288
28/1/18 0:00,29/1/18 0:00,2.469186203,6,5611
29/1/18 0:00,30/1/18 0:00,2.183740704,5,5130
30/1/18 0:00,31/1/18 0:00,3.668631442,9,9175
31/1/18 0:00,1/2/18 0:00,2.297942516,2,6285
1/2/18 0:00,2/2/18 0:00,2.618489273,10,6725
2/2/18 0:00,3/2/18 0:00,1.702366615,4,4212
3/2/18 0:00,4/2/18 0:00,1.056548507,0,2570
4/2/18 0:00,5/2/18 0:00,2.144948501,1,5178
5/2/18 0:00,6/2/18 0:00,0.009096874,0,24
6/2/18 0:00,7/2/18 0:00,0.037431401,0,103
7/2/18 0:00,8/2/18 0:00,3.526567347,12,8907
8/2/18 0:00,9/2/18 0:00,3.34772429,5,9305
9/2/18 0:00,10/2/18 0:00,4.151200285,17,9727
10/2/18 0:00,11/2/18 0:00,2.299862553,2,5215
11/2/18 0:00,12/2/18 0:00,4.079562853,2,9510
12/2/18 0:00,13/2/18 0:00,2.476984411,6,5968
13/2/18 0:00,14/2/18 0:00,3.489651684,13,8730
14/2/18 0:00,15/2/18 0:00,4.063361447,6,9850
15/2/18 0:00,16/2/18 0:00,3.189784161,3,7279
16/2/18 0:00,17/2/18 0:00,2.605626889,12,6122
17/2/18 0:00,18/2/18 0:00,1.219360187,2,2786
18/2/18 0:00,19/2/18 0:00,2.675102402,4,6095
